연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,연락일자,카드종류
42,기술자,이혼,고졸,없음,대출있음,없음,유선전화,163,1,,0,no,2018-10-09,160
35,기업가,이혼,전문학교,없음,대출있음,없음,유선전화,77,1,,0,no,2018-10-09,161
56,은퇴,결혼,검정고시,없음,미확인,미확인,유선전화,356,5,,0,no,2018-10-10,162
52,산업노동자,결혼,고졸,미확인,미확인,미확인,유선전화,117,2,,0,no,2018-10-10,163
29,회사원,미혼,대졸학사,없음,없음,없음,유선전화,1055,10,,0,yes,2018-10-10,164
56,은퇴,결혼,중졸,없음,대출있음,없음,유선전화,772,1,,0,no,2018-10-10,165
38,회사원,결혼,고졸,미확인,대출있음,없음,유선전화,306,1,,0,no,2018-10-11,166
60,기술자,결혼,석박사,미확인,대출있음,없음,유선전화,64,1,,0,no,2018-10-11,167
56,서비스종사자,결혼,중졸,미확인,대출있음,없음,유선전화,139,1,,0,no,2018-10-11,168
39,자영업자,결혼,대졸학사,없음,없음,대출있음,유선전화,72,1,,0,no,2018-10-12,169
40,서비스종사자,결혼,검정고시,미확인,없음,없음,유선전화,49,1,,0,no,2018-10-12,170
56,서비스종사자,결혼,중졸,미확인,대출있음,대출있음,유선전화,287,1,,0,no,2018-10-15,171
30,산업노동자,미혼,중졸,미확인,없음,대출있음,유선전화,136,1,,0,no,2018-10-15,172
43,산업노동자,결혼,중졸,미확인,없음,대출있음,유선전화,119,1,,0,no,2018-10-15,173
39,회사원,결혼,전문학교,없음,없음,대출있음,유선전화,422,1,,0,no,2018-10-15,174
41,미확인,미혼,검정고시,미확인,없음,대출있음,유선전화,125,1,,0,no,2018-10-15,175
27,회사원,미혼,전문학교,미확인,대출있음,없음,유선전화,114,1,,0,no,2018-10-15,176
43,기술자,이혼,석박사,없음,대출있음,없음,유선전화,99,3,,0,no,2018-10-15,177
37,기술자,결혼,석박사,미확인,대출있음,없음,유선전화,218,1,,0,no,2018-10-16,178
25,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,174,9,,0,no,2018-10-16,179
37,기술자,결혼,석박사,미확인,없음,대출있음,유선전화,168,1,,0,no,2018-10-16,180
24,회사원,미혼,석박사,없음,대출있음,대출있음,유선전화,233,1,,0,no,2018-10-16,181
59,은퇴,결혼,중졸,없음,대출있음,대출있음,유선전화,322,1,,0,no,2018-10-16,182
32,기술자,미혼,대졸학사,없음,없음,없음,유선전화,443,2,,0,no,2018-10-16,183
30,회사원,결혼,미확인,없음,대출있음,대출있음,유선전화,76,1,,0,no,2018-10-16,184
40,기술자,결혼,석박사,없음,대출있음,없음,유선전화,217,1,,0,no,2018-10-16,185
27,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,257,2,,0,no,2018-10-16,186
30,산업노동자,미혼,중졸,미확인,없음,없음,유선전화,882,1,,0,yes,2018-10-17,187
48,산업노동자,결혼,중졸,없음,없음,없음,유선전화,254,1,,0,no,2018-10-17,188
37,회사원,이혼,대졸학사,없음,없음,없음,유선전화,83,1,,0,no,2018-10-17,189
39,산업노동자,결혼,검정고시,없음,대출있음,없음,유선전화,213,1,,0,no,2018-10-17,190
34,회사원,결혼,고졸,없음,대출있음,없음,유선전화,252,3,,0,no,2018-10-17,191
41,산업노동자,이혼,검정고시,없음,대출있음,없음,유선전화,36,1,,0,no,2018-10-17,192
34,회사원,결혼,전문학교,없음,없음,없음,유선전화,540,1,,0,no,2018-10-17,193
36,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,280,1,,0,no,2018-10-18,194
37,회사원,이혼,대졸학사,없음,대출있음,없음,유선전화,683,1,,0,no,2018-10-18,195
42,서비스종사자,결혼,전문학교,없음,없음,대출있음,유선전화,230,3,,0,no,2018-10-18,196
39,기술자,결혼,석박사,없음,대출있음,없음,유선전화,452,1,,0,no,2018-10-18,197
39,서비스종사자,결혼,전문학교,없음,대출있음,대출있음,유선전화,149,1,,0,no,2018-10-18,198
35,회사원,결혼,전문학교,없음,대출있음,대출있음,유선전화,172,1,,0,no,2018-10-18,199
35,미취업자,이혼,전문학교,미확인,대출있음,없음,유선전화,51,1,,0,no,2018-10-18,200
34,산업노동자,결혼,검정고시,미확인,없음,대출있음,유선전화,35,1,,0,no,2018-10-18,201
42,기술자,미혼,고졸,미확인,없음,없음,유선전화,626,1,,0,no,2018-10-18,202
49,회사원,이혼,전문학교,없음,대출있음,없음,유선전화,122,2,,0,no,2018-10-18,203
53,회사원,미혼,검정고시,없음,대출있음,없음,유선전화,63,1,,0,no,2018-10-18,204
29,회사원,결혼,전문학교,없음,없음,없음,유선전화,100,1,,0,no,2018-10-18,205
32,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,70,1,,0,no,2018-10-18,206
29,회사원,결혼,전문학교,없음,없음,없음,유선전화,255,1,,0,no,2018-10-18,207
46,자영업자,이혼,고졸,없음,대출있음,없음,유선전화,217,1,,0,no,2018-10-18,208
58,공무원,결혼,미확인,미확인,대출있음,없음,유선전화,1098,1,,0,no,2018-10-19,209
32,회사원,미혼,대졸학사,없음,대출있음,대출있음,유선전화,176,6,,0,no,2018-10-19,210
44,산업노동자,결혼,검정고시,없음,대출있음,없음,유선전화,331,6,,0,no,2018-10-19,211
26,학생,미혼,전문학교,없음,없음,없음,유선전화,901,1,,0,yes,2018-10-19,212
56,기술자,이혼,석박사,미확인,대출있음,없음,유선전화,123,2,,0,no,2018-10-19,213
25,산업노동자,결혼,석박사,미확인,대출있음,없음,유선전화,77,2,,0,no,2018-10-19,214
29,산업노동자,미혼,고졸,없음,없음,없음,유선전화,91,1,,0,no,2018-10-19,215
44,산업노동자,결혼,석박사,없음,없음,없음,유선전화,63,1,,0,no,2018-10-19,216
44,기술자,이혼,석박사,없음,대출있음,없음,유선전화,173,1,,0,no,2018-10-19,217
44,산업노동자,미혼,중졸,없음,없음,없음,유선전화,128,1,,0,no,2018-10-19,218
44,산업노동자,미혼,중졸,없음,대출있음,없음,유선전화,76,1,,0,no,2018-10-19,219
29,산업노동자,미혼,고졸,없음,없음,없음,유선전화,411,1,,0,no,2018-10-19,220
37,산업노동자,결혼,석박사,없음,대출있음,없음,유선전화,179,2,,0,no,2018-10-19,221
34,자영업자,결혼,대졸학사,없음,없음,없음,유선전화,139,2,,0,no,2018-10-20,222
54,산업노동자,결혼,고졸,미확인,대출있음,대출있음,유선전화,75,2,,0,no,2018-10-20,223
58,은퇴,이혼,석박사,미확인,없음,없음,유선전화,210,2,,0,no,2018-10-20,224
24,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,700,1,,0,yes,2018-10-20,225
35,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,329,4,,0,no,2018-10-20,226
30,회사원,이혼,전문학교,없음,대출있음,없음,유선전화,225,2,,0,no,2018-10-20,227
40,기술자,결혼,석박사,미확인,없음,없음,유선전화,96,1,,0,no,2018-10-20,87
29,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,166,1,,0,no,2018-10-20,88
54,기술자,미혼,고졸,없음,없음,없음,유선전화,186,3,,0,no,2018-10-20,89
40,기술자,결혼,석박사,미확인,대출있음,없음,유선전화,92,1,,0,no,2018-10-21,90
52,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,80,3,,0,no,2018-10-21,91
44,산업노동자,미혼,검정고시,미확인,대출있음,없음,유선전화,67,1,,0,no,2018-10-21,92
34,산업노동자,결혼,석박사,없음,대출있음,대출있음,유선전화,190,1,,0,no,2018-10-21,93
31,회사원,미혼,대졸학사,없음,없음,없음,유선전화,104,1,,0,no,2018-10-21,94
30,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,174,1,,0,no,2018-10-21,95
36,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,37,1,,0,no,2018-10-21,96
26,학생,미혼,전문학교,없음,없음,없음,유선전화,589,1,,0,no,2018-10-21,97
36,기술자,결혼,석박사,없음,없음,없음,유선전화,183,1,,0,no,2018-10-22,98
36,기술자,결혼,석박사,없음,없음,없음,유선전화,151,1,,0,no,2018-10-22,99
40,주부,미혼,대졸학사,없음,대출있음,없음,유선전화,29,1,,0,no,2018-10-22,100
46,회사원,미혼,대졸학사,미확인,대출있음,없음,유선전화,186,1,,0,no,2018-10-22,101
34,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,73,1,,0,no,2018-10-22,102
46,기업가,결혼,석박사,미확인,없음,없음,유선전화,88,1,,0,no,2018-10-22,103
27,기술자,미혼,석박사,없음,대출있음,대출있음,유선전화,522,1,,0,no,2018-10-22,104
36,기업가,결혼,전문학교,없음,대출있음,없음,유선전화,112,4,,0,no,2018-10-22,105
50,공무원,결혼,전문학교,미확인,없음,없음,유선전화,65,17,,0,no,2018-10-22,106
28,산업노동자,결혼,중졸,없음,없음,없음,유선전화,149,2,,0,no,2018-10-22,107
34,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,206,2,,0,no,2018-10-22,108
41,산업노동자,미혼,고졸,없음,없음,없음,유선전화,123,2,,0,no,2018-10-22,109
41,기술자,미혼,대졸학사,미확인,대출있음,대출있음,유선전화,378,1,,0,no,2018-10-22,110
40,주부,결혼,전문학교,미확인,대출있음,없음,유선전화,100,7,,0,no,2018-10-22,111
25,산업노동자,미혼,중졸,없음,대출있음,대출있음,유선전화,81,1,,0,no,2018-10-22,112
43,회사원,결혼,대졸학사,미확인,대출있음,없음,유선전화,175,3,,0,no,2018-10-22,113
35,회사원,결혼,전문학교,없음,없음,없음,유선전화,250,1,,0,no,2018-10-22,114
38,자영업자,결혼,고졸,미확인,없음,없음,유선전화,156,2,,0,no,2018-10-22,115
45,자영업자,이혼,대졸학사,없음,대출있음,대출있음,유선전화,173,1,,0,no,2018-10-22,116
32,기술자,결혼,석박사,없음,대출있음,없음,유선전화,127,2,,0,no,2018-10-23,117
51,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,324,1,,0,no,2018-10-23,118
33,기술자,미혼,전문학교,없음,없음,없음,유선전화,198,2,,0,no,2018-10-23,119
39,자영업자,결혼,중졸,미확인,없음,없음,유선전화,87,1,,0,no,2018-10-23,120
56,기업가,이혼,대졸학사,없음,없음,대출있음,유선전화,311,1,,0,no,2018-10-23,121
35,산업노동자,결혼,고졸,미확인,대출있음,대출있음,유선전화,313,1,,0,no,2018-10-23,122
57,은퇴,결혼,중졸,미확인,없음,대출있음,유선전화,302,1,,0,no,2018-10-23,123
54,미취업자,미혼,검정고시,없음,대출있음,대출있음,유선전화,91,1,,0,no,2018-10-23,124
49,산업노동자,미혼,중졸,없음,없음,없음,유선전화,47,1,,0,no,2018-10-23,125
40,기술자,결혼,석박사,없음,없음,없음,유선전화,119,1,,0,no,2018-10-23,126
33,공무원,결혼,전문학교,없음,없음,대출있음,유선전화,117,1,,0,no,2018-10-23,127
33,미취업자,미혼,전문학교,없음,대출있음,없음,유선전화,142,3,,0,no,2018-10-23,128
24,서비스종사자,미혼,전문학교,없음,대출있음,대출있음,유선전화,183,2,,0,no,2018-10-23,129
25,기술자,미혼,전문학교,없음,대출있음,대출있음,유선전화,249,2,,0,no,2018-10-23,130
34,서비스종사자,결혼,고졸,없음,대출있음,없음,유선전화,274,2,,0,no,2018-10-23,131
37,미취업자,미혼,고졸,없음,대출있음,없음,유선전화,144,1,,0,no,2018-10-23,132
39,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,23,1,,0,no,2018-10-23,133
32,기술자,미혼,석박사,없음,없음,없음,유선전화,128,1,,0,no,2018-10-23,134
34,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,491,6,,0,yes,2018-10-23,135
25,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,162,1,,0,no,2018-10-23,136
32,회사원,미혼,석박사,없음,없음,대출있음,유선전화,213,1,,0,no,2018-10-23,137
29,산업노동자,결혼,중졸,없음,없음,대출있음,유선전화,164,1,,0,no,2018-10-24,138
59,주부,결혼,중졸,없음,없음,대출있음,유선전화,63,1,,0,no,2018-10-24,139
39,자영업자,결혼,고졸,미확인,없음,없음,유선전화,79,1,,0,no,2018-10-24,140
35,기술자,결혼,대졸학사,없음,없음,없음,유선전화,114,1,,0,no,2018-10-24,141
33,기술자,결혼,고졸,없음,없음,없음,유선전화,136,1,,0,no,2018-10-24,142
25,기술자,미혼,석박사,없음,대출있음,없음,유선전화,97,1,,0,no,2018-10-24,143
60,공무원,결혼,미확인,미확인,없음,없음,유선전화,100,1,,0,no,2018-10-24,144
44,기술자,결혼,검정고시,미확인,대출있음,없음,유선전화,160,2,,0,no,2018-10-24,145
31,산업노동자,결혼,중졸,없음,대출있음,대출있음,유선전화,240,2,,0,no,2018-10-24,146
36,기술자,결혼,대졸학사,없음,대출있음,없음,유선전화,78,2,,0,no,2018-10-24,147
30,서비스종사자,결혼,대졸학사,미확인,없음,대출있음,유선전화,87,2,,0,no,2018-10-24,148
36,기술자,결혼,전문학교,없음,없음,없음,유선전화,940,1,,0,yes,2018-10-24,149
53,산업노동자,결혼,중졸,없음,없음,대출있음,유선전화,340,2,,0,no,2018-10-24,150
40,미취업자,결혼,전문학교,없음,대출있음,없음,유선전화,196,1,,0,no,2018-10-24,151
48,미취업자,결혼,고졸,없음,대출있음,없음,유선전화,85,1,,0,no,2018-10-24,152
36,회사원,결혼,대졸학사,없음,없음,없음,유선전화,199,1,,0,no,2018-10-24,153
47,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,160,1,,0,no,2018-10-24,154
28,회사원,미혼,고졸,없음,없음,없음,유선전화,166,2,,0,no,2018-10-24,155
31,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,271,2,,0,no,2018-10-24,156
58,기술자,결혼,중졸,없음,없음,없음,유선전화,317,1,,0,no,2018-10-24,157
36,회사원,미혼,전문학교,없음,없음,없음,유선전화,98,1,,0,no,2018-10-24,158
34,회사원,미혼,전문학교,없음,대출있음,대출있음,유선전화,123,1,,0,no,2018-10-24,159
34,기술자,결혼,대졸학사,없음,없음,없음,유선전화,321,1,,0,no,2018-10-24,160
44,회사원,결혼,대졸학사,미확인,없음,없음,유선전화,78,3,,0,no,2018-10-25,161
33,서비스종사자,이혼,전문학교,없음,대출있음,없음,유선전화,73,2,,0,no,2018-10-25,162
29,산업노동자,결혼,고졸,없음,없음,없음,유선전화,327,2,,0,no,2018-10-25,163
36,산업노동자,미혼,고졸,미확인,없음,없음,유선전화,411,2,,0,no,2018-10-25,164
43,회사원,미혼,전문학교,없음,없음,없음,유선전화,198,2,,0,no,2018-10-25,165
32,서비스종사자,결혼,미확인,없음,없음,없음,유선전화,98,4,,0,no,2018-10-25,166
46,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,24,1,,0,no,2018-10-25,167
50,기술자,결혼,석박사,없음,없음,대출있음,유선전화,352,1,,0,no,2018-10-25,168
41,산업노동자,미혼,고졸,미확인,없음,없음,유선전화,245,1,,0,no,2018-10-25,169
38,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,559,1,,0,no,2018-10-25,170
41,공무원,결혼,전문학교,없음,대출있음,없음,유선전화,440,1,,0,no,2018-10-25,171
49,산업노동자,결혼,고졸,없음,미확인,미확인,유선전화,242,4,,0,no,2018-10-25,172
38,기술자,결혼,전문학교,없음,없음,없음,유선전화,479,4,,0,no,2018-10-25,173
50,서비스종사자,미혼,중졸,없음,없음,없음,유선전화,514,3,,0,no,2018-10-25,174
53,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,91,3,,0,no,2018-10-25,175
39,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,78,2,,0,no,2018-10-25,176
43,공무원,결혼,중졸,없음,대출있음,없음,유선전화,318,2,,0,no,2018-10-25,177
41,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,295,3,,0,no,2018-10-26,178
32,산업노동자,결혼,전문학교,없음,대출있음,없음,유선전화,83,2,,0,no,2018-10-26,179
31,회사원,결혼,전문학교,없음,없음,없음,유선전화,346,2,,0,no,2018-10-26,180
29,자영업자,결혼,전문학교,없음,없음,없음,유선전화,238,6,,0,no,2018-10-26,181
52,기업가,결혼,고졸,미확인,없음,없음,유선전화,291,3,,0,no,2018-10-26,182
58,미확인,결혼,중졸,없음,대출있음,없음,유선전화,149,1,,0,no,2018-10-26,183
47,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,200,1,,0,no,2018-10-26,184
45,회사원,결혼,전문학교,없음,없음,없음,유선전화,290,1,,0,no,2018-10-26,185
45,기술자,결혼,전문학교,없음,대출있음,없음,유선전화,222,3,,0,no,2018-10-26,186
37,산업노동자,결혼,전문학교,없음,대출있음,없음,유선전화,90,4,,0,no,2018-10-26,187
49,기업가,결혼,대졸학사,없음,없음,없음,유선전화,171,2,,0,no,2018-10-26,188
26,기술자,결혼,석박사,없음,없음,없음,유선전화,170,2,,0,no,2018-10-26,189
40,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,493,2,,0,no,2018-10-26,190
32,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,188,2,,0,no,2018-10-26,191
30,산업노동자,미혼,중졸,없음,없음,없음,유선전화,17,5,,0,no,2018-10-26,192
60,공무원,결혼,대졸학사,없음,없음,없음,유선전화,316,2,,0,no,2018-10-26,193
39,회사원,미혼,대졸학사,미확인,대출있음,없음,유선전화,398,2,,0,no,2018-10-26,194
35,산업노동자,결혼,고졸,없음,없음,대출있음,유선전화,782,2,,0,no,2018-10-26,195
32,회사원,미혼,전문학교,없음,없음,없음,유선전화,137,2,,0,no,2018-10-26,196
28,기업가,미혼,전문학교,없음,대출있음,없음,유선전화,419,2,,0,no,2018-10-26,197
48,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,65,3,,0,no,2018-10-26,198
46,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,96,6,,0,no,2018-10-26,199
26,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,223,2,,0,no,2018-10-26,200
28,산업노동자,결혼,검정고시,미확인,대출있음,없음,유선전화,70,3,,0,no,2018-10-26,201
52,미확인,결혼,중졸,없음,없음,대출있음,유선전화,150,17,,0,no,2018-10-26,202
29,산업노동자,미혼,전문학교,미확인,없음,없음,유선전화,559,2,,0,no,2018-10-26,203
38,기술자,결혼,석박사,없음,대출있음,없음,유선전화,952,2,,0,yes,2018-10-26,204
42,서비스종사자,이혼,검정고시,없음,없음,없음,유선전화,71,2,,0,no,2018-10-27,205
36,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,152,2,,0,no,2018-10-27,206
27,기업가,미혼,대졸학사,없음,대출있음,없음,유선전화,486,3,,0,yes,2018-10-27,207
47,산업노동자,결혼,전문학교,미확인,대출있음,없음,유선전화,224,3,,0,no,2018-10-27,208
54,주부,결혼,석박사,없음,대출있음,없음,유선전화,152,4,,0,no,2018-10-27,209
32,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,22,17,,0,no,2018-10-27,210
42,산업노동자,결혼,고졸,없음,없음,없음,유선전화,130,2,,0,no,2018-10-27,211
39,자영업자,결혼,대졸학사,없음,없음,없음,유선전화,135,3,,0,no,2018-10-27,212
37,산업노동자,미확인,검정고시,미확인,없음,없음,유선전화,199,4,,0,no,2018-10-27,213
25,산업노동자,이혼,고졸,없음,미확인,미확인,유선전화,185,2,,0,no,2018-10-27,214
34,공무원,미혼,전문학교,없음,대출있음,없음,유선전화,220,2,,0,no,2018-10-27,215
41,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,85,4,,0,no,2018-10-27,216
40,산업노동자,결혼,중졸,없음,없음,없음,유선전화,258,2,,0,no,2018-10-27,217
26,산업노동자,미혼,전문학교,미확인,없음,없음,유선전화,108,2,,0,no,2018-10-27,218
49,회사원,미혼,대졸학사,미확인,대출있음,없음,유선전화,244,3,,0,no,2018-10-27,219
60,은퇴,이혼,중졸,미확인,대출있음,없음,유선전화,253,4,,0,no,2018-10-27,220
42,산업노동자,미혼,고졸,없음,없음,없음,유선전화,306,5,,0,no,2018-10-27,221
35,산업노동자,결혼,전문학교,미확인,없음,없음,유선전화,134,3,,0,no,2018-10-27,222
30,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,69,2,,0,no,2018-10-27,223
42,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,175,3,,0,no,2018-10-27,224
39,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,436,2,,0,no,2018-10-27,225
25,기술자,미혼,대졸학사,없음,없음,없음,유선전화,92,6,,0,no,2018-10-27,226
37,회사원,결혼,전문학교,없음,없음,없음,유선전화,155,3,,0,no,2018-10-27,227
32,기술자,미혼,석박사,없음,대출있음,없음,유선전화,371,3,,0,no,2018-10-27,87
35,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,216,2,,0,no,2018-10-27,88
28,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,243,2,,0,no,2018-10-27,89
32,회사원,결혼,대졸학사,미확인,대출있음,없음,유선전화,718,3,,0,no,2018-10-27,90
42,기술자,결혼,고졸,없음,대출있음,없음,유선전화,442,8,,0,yes,2018-10-28,91
35,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,184,5,,0,no,2018-10-28,92
45,회사원,결혼,미확인,없음,없음,없음,유선전화,189,4,,0,no,2018-10-28,93
39,자영업자,결혼,중졸,미확인,대출있음,없음,유선전화,164,3,,0,no,2018-10-28,94
38,공무원,결혼,검정고시,미확인,대출있음,없음,유선전화,166,3,,0,no,2018-10-28,95
52,기업가,결혼,고졸,미확인,대출있음,없음,유선전화,699,2,,0,no,2018-10-28,96
41,자영업자,결혼,고졸,없음,대출있음,없음,유선전화,178,4,,0,no,2018-10-28,97
45,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,553,2,,0,no,2018-10-28,98
32,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,1137,3,,0,yes,2018-10-28,99
38,주부,결혼,대졸학사,없음,없음,없음,유선전화,100,5,,0,no,2018-10-28,100
53,산업노동자,결혼,고졸,없음,없음,없음,유선전화,445,2,,0,no,2018-10-28,101
37,산업노동자,이혼,고졸,없음,대출있음,대출있음,유선전화,332,2,,0,no,2018-10-28,102
48,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,61,2,,0,no,2018-10-28,103
36,산업노동자,결혼,중졸,없음,없음,없음,유선전화,90,2,,0,no,2018-10-28,104
31,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,174,2,,0,no,2018-10-28,105
31,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,204,2,,0,no,2018-10-28,106
35,회사원,결혼,고졸,없음,없음,대출있음,유선전화,271,3,,0,no,2018-10-28,107
54,공무원,결혼,대졸학사,없음,없음,없음,유선전화,87,13,,0,no,2018-10-28,108
45,자영업자,결혼,석박사,미확인,대출있음,대출있음,유선전화,330,3,,0,no,2018-10-28,109
41,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,259,2,,0,no,2018-10-28,110
34,회사원,결혼,대졸학사,없음,없음,없음,유선전화,237,2,,0,no,2018-10-29,111
41,산업노동자,결혼,전문학교,미확인,대출있음,대출있음,유선전화,116,3,,0,no,2018-10-29,112
35,산업노동자,결혼,고졸,없음,없음,없음,유선전화,388,12,,0,no,2018-10-29,113
33,서비스종사자,결혼,중졸,없음,대출있음,대출있음,유선전화,59,6,,0,no,2018-10-29,114
51,서비스종사자,미혼,전문학교,미확인,없음,없음,유선전화,329,3,,0,no,2018-10-29,115
41,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,753,2,,0,no,2018-10-29,116
40,서비스종사자,결혼,미확인,미확인,대출있음,없음,유선전화,99,26,,0,no,2018-10-29,117
50,기술자,결혼,전문학교,없음,없음,없음,유선전화,42,2,,0,no,2018-10-29,118
33,산업노동자,결혼,고졸,없음,없음,대출있음,유선전화,182,2,,0,no,2018-10-29,119
37,회사원,결혼,전문학교,없음,없음,없음,유선전화,250,2,,0,no,2018-10-29,120
48,서비스종사자,결혼,검정고시,미확인,없음,대출있음,유선전화,511,5,,0,no,2018-10-29,121
54,은퇴,결혼,대졸학사,미확인,없음,없음,유선전화,26,3,,0,no,2018-10-29,122
34,기술자,결혼,검정고시,미확인,없음,없음,유선전화,478,2,,0,no,2018-10-29,123
35,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,579,4,,0,no,2018-10-29,124
38,자영업자,결혼,대졸학사,미확인,없음,없음,유선전화,96,10,,0,no,2018-10-29,125
37,산업노동자,미혼,전문학교,없음,대출있음,없음,유선전화,95,3,,0,no,2018-10-30,126
40,주부,미혼,대졸학사,없음,없음,없음,유선전화,126,3,,0,no,2018-10-30,127
56,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,52,3,,0,no,2018-10-30,128
35,산업노동자,이혼,고졸,없음,없음,없음,유선전화,138,4,,0,no,2018-10-30,129
35,기술자,미혼,전문학교,없음,없음,없음,유선전화,94,4,,0,no,2018-10-30,130
44,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,299,5,,0,no,2018-10-30,131
59,산업노동자,결혼,중졸,미확인,대출있음,대출있음,유선전화,69,6,,0,no,2018-10-30,132
39,주부,결혼,중졸,없음,대출있음,없음,유선전화,44,4,,0,no,2018-10-30,133
39,회사원,결혼,대졸학사,없음,없음,없음,유선전화,135,2,,0,no,2018-10-30,134
53,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,154,10,,0,no,2018-10-30,135
41,미취업자,결혼,고졸,미확인,대출있음,없음,유선전화,80,3,,0,no,2018-10-30,136
30,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,115,4,,0,no,2018-10-30,137
47,서비스종사자,결혼,검정고시,없음,없음,없음,유선전화,107,3,,0,no,2018-10-30,138
32,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,308,7,,0,no,2018-10-31,139
54,주부,이혼,중졸,없음,대출있음,없음,유선전화,129,6,,0,no,2018-10-31,140
56,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,33,8,,0,no,2018-10-31,141
50,기업가,결혼,고졸,없음,대출있음,없음,유선전화,296,3,,0,no,2018-10-31,142
26,산업노동자,결혼,전문학교,없음,대출있음,없음,유선전화,126,12,,0,no,2018-10-31,143
26,회사원,결혼,전문학교,미확인,대출있음,없음,유선전화,198,5,,0,no,2018-10-31,144
36,기술자,결혼,전문학교,없음,대출있음,없음,유선전화,73,7,,0,no,2018-10-31,145
47,기술자,미혼,미확인,없음,대출있음,없음,유선전화,180,4,,0,no,2018-10-31,146
36,서비스종사자,이혼,대졸학사,없음,없음,없음,유선전화,69,2,,0,no,2018-10-31,147
37,공무원,미혼,대졸학사,없음,없음,없음,유선전화,76,3,,0,no,2018-10-31,148
51,회사원,이혼,전문학교,미확인,없음,없음,유선전화,40,5,,0,no,2018-10-31,149
36,미확인,미혼,검정고시,미확인,없음,없음,유선전화,878,3,,0,yes,2018-10-31,150
21,기술자,미혼,석박사,없음,없음,없음,유선전화,54,4,,0,no,2018-10-31,151
39,공무원,결혼,대졸학사,없음,없음,없음,유선전화,129,3,,0,no,2018-10-31,152
39,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,480,3,,0,no,2018-10-31,153
29,회사원,결혼,석박사,없음,대출있음,없음,유선전화,583,4,,0,yes,2018-10-31,154
45,서비스종사자,이혼,전문학교,없음,없음,없음,유선전화,101,5,,0,no,2018-11-01,155
37,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,339,2,,0,no,2018-11-01,156
40,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,27,2,,0,no,2018-11-01,157
25,회사원,결혼,미확인,없음,없음,없음,유선전화,490,2,,0,no,2018-11-01,158
