age,group_job,is_married,edu,is_holder,is_mortgage,is_personal_loan,contact,call_duration,no_call_trial,p_days,no_call_past,is_contract,call_date,card_type
30,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,113,5,,0,no,2019-02-02,189
30,회사원,미혼,대졸학사,없음,대출있음,대출있음,유선전화,232,5,,0,no,2019-02-02,190
40,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,129,3,,0,no,2019-02-02,191
30,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,405,4,,0,no,2019-02-02,192
20,서비스종사자,이혼,전문학교,없음,없음,대출있음,유선전화,251,11,,0,no,2019-02-03,193
40,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,128,5,,0,no,2019-02-03,194
50,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,253,2,,0,no,2019-02-03,195
50,주부,결혼,중졸,미확인,없음,없음,유선전화,245,3,,0,no,2019-02-03,196
30,기술자,미혼,석박사,미확인,대출있음,없음,유선전화,188,7,,0,no,2019-02-03,197
30,기술자,미혼,석박사,없음,없음,없음,유선전화,118,2,,0,no,2019-02-03,198
40,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,140,2,,0,no,2019-02-03,199
30,공무원,결혼,대졸학사,없음,없음,없음,유선전화,102,22,,0,no,2019-02-06,200
30,학생,미혼,대졸학사,없음,대출있음,없음,유선전화,763,6,,0,no,2019-02-06,201
30,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,97,4,,0,no,2019-02-06,202
30,산업노동자,결혼,중졸,없음,없음,없음,유선전화,41,2,,0,no,2019-02-06,203
40,미확인,결혼,전문학교,미확인,대출있음,대출있음,유선전화,329,2,,0,no,2019-02-06,204
20,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,51,5,,0,no,2019-02-06,205
50,미확인,결혼,미확인,미확인,없음,없음,유선전화,130,3,,0,no,2019-02-06,206
40,기업가,결혼,고졸,없음,없음,없음,유선전화,241,2,,0,no,2019-02-07,207
50,은퇴,이혼,전문학교,없음,대출있음,없음,유선전화,308,4,,0,no,2019-02-07,208
30,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,118,2,,0,no,2019-02-07,209
30,공무원,미혼,대졸학사,없음,없음,없음,유선전화,14,16,,0,no,2019-02-07,210
30,서비스종사자,이혼,전문학교,없음,대출있음,대출있음,유선전화,125,4,,0,no,2019-02-07,211
40,산업노동자,미혼,전문학교,없음,대출있음,없음,유선전화,193,5,,0,no,2019-02-08,212
40,기술자,결혼,석박사,없음,대출있음,없음,유선전화,200,3,,0,no,2019-02-08,213
30,기술자,결혼,석박사,없음,대출있음,없음,유선전화,349,4,,0,no,2019-02-08,214
40,회사원,이혼,고졸,없음,대출있음,대출있음,유선전화,282,3,,0,no,2019-02-08,215
20,산업노동자,결혼,고졸,없음,없음,없음,유선전화,633,1,,0,no,2019-02-08,216
40,산업노동자,결혼,전문학교,없음,없음,없음,유선전화,560,4,,0,no,2019-02-08,217
30,기술자,결혼,석박사,없음,대출있음,없음,유선전화,114,3,,0,no,2019-02-08,218
30,산업노동자,결혼,전문학교,없음,대출있음,대출있음,유선전화,172,7,,0,no,2019-02-08,219
30,회사원,결혼,석박사,없음,대출있음,없음,유선전화,292,7,,0,no,2019-02-08,220
40,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,269,3,,0,no,2019-02-08,221
40,서비스종사자,결혼,전문학교,미확인,대출있음,대출있음,유선전화,220,6,,0,no,2019-02-09,222
50,주부,이혼,미확인,미확인,대출있음,없음,유선전화,376,3,,0,no,2019-02-09,223
40,산업노동자,미혼,검정고시,없음,없음,대출있음,유선전화,73,6,,0,no,2019-02-09,224
40,산업노동자,결혼,전문학교,없음,없음,대출있음,유선전화,121,2,,0,no,2019-02-09,225
40,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,59,4,,0,no,2019-02-09,226
30,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,64,3,,0,no,2019-02-09,227
50,회사원,결혼,검정고시,미확인,대출있음,없음,유선전화,353,3,,0,no,2019-02-09,87
30,기업가,결혼,대졸학사,없음,없음,없음,유선전화,322,5,,0,no,2019-02-09,88
50,산업노동자,결혼,검정고시,미확인,대출있음,대출있음,유선전화,67,3,,0,no,2019-02-10,89
40,산업노동자,결혼,중졸,없음,없음,없음,유선전화,163,2,,0,no,2019-02-10,90
50,기술자,이혼,대졸학사,없음,없음,없음,유선전화,99,3,,0,no,2019-02-10,91
30,산업노동자,결혼,전문학교,미확인,대출있음,없음,유선전화,27,2,,0,no,2019-02-10,92
30,기술자,미혼,석박사,없음,대출있음,없음,유선전화,119,2,,0,no,2019-02-10,93
50,기업가,결혼,대졸학사,없음,대출있음,없음,유선전화,148,4,,0,no,2019-02-10,94
50,회사원,미혼,검정고시,없음,없음,없음,유선전화,222,4,,0,no,2019-02-10,95
40,공무원,결혼,전문학교,없음,대출있음,대출있음,유선전화,265,2,,0,no,2019-02-10,96
30,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,214,2,,0,no,2019-02-10,97
30,기업가,결혼,대졸학사,미확인,없음,없음,유선전화,152,2,,0,no,2019-02-10,98
20,회사원,미혼,대졸학사,없음,없음,없음,유선전화,75,2,,0,no,2019-02-10,99
30,공무원,결혼,전문학교,없음,대출있음,대출있음,유선전화,62,4,,0,no,2019-02-10,100
30,산업노동자,미혼,전문학교,없음,없음,없음,유선전화,112,3,,0,no,2019-02-12,101
40,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,220,6,,0,no,2019-02-12,102
40,공무원,결혼,미확인,미확인,없음,없음,유선전화,204,3,,0,no,2019-02-12,103
30,산업노동자,결혼,석박사,없음,대출있음,없음,유선전화,160,6,,0,no,2019-02-12,104
30,회사원,결혼,전문학교,미확인,없음,없음,유선전화,233,1,,0,no,2019-02-12,105
30,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,129,1,,0,no,2019-02-12,106
40,공무원,결혼,미확인,없음,없음,없음,유선전화,172,1,,0,no,2019-02-12,107
30,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,578,2,,0,no,2019-02-12,108
40,산업노동자,이혼,검정고시,없음,없음,없음,유선전화,183,9,,0,no,2019-02-12,109
30,산업노동자,결혼,중졸,없음,없음,없음,유선전화,565,2,,0,no,2019-02-12,110
20,산업노동자,결혼,고졸,없음,없음,없음,유선전화,154,1,,0,no,2019-02-12,111
30,회사원,결혼,고졸,없음,대출있음,대출있음,유선전화,125,1,,0,no,2019-02-12,112
40,서비스종사자,이혼,미확인,없음,대출있음,없음,유선전화,1063,5,,0,yes,2019-02-12,113
30,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,111,1,,0,no,2019-02-13,114
40,산업노동자,결혼,석박사,없음,대출있음,대출있음,유선전화,231,1,,0,no,2019-02-13,115
40,공무원,결혼,석박사,없음,없음,없음,유선전화,195,1,,0,no,2019-02-13,116
30,회사원,미혼,대졸학사,미확인,없음,없음,유선전화,125,3,,0,no,2019-02-13,117
30,기술자,미혼,전문학교,없음,대출있음,대출있음,유선전화,193,5,,0,no,2019-02-13,118
30,주부,결혼,고졸,없음,없음,없음,유선전화,287,4,,0,no,2019-02-13,119
30,기술자,미혼,전문학교,미확인,대출있음,대출있음,유선전화,277,4,,0,no,2019-02-13,120
30,기술자,미혼,석박사,없음,없음,없음,유선전화,84,4,,0,no,2019-02-13,121
30,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,47,5,,0,no,2019-02-13,122
20,서비스종사자,결혼,미확인,없음,대출있음,없음,유선전화,285,1,,0,no,2019-02-13,123
30,산업노동자,결혼,검정고시,없음,대출있음,없음,유선전화,130,2,,0,no,2019-02-14,124
40,공무원,결혼,전문학교,없음,없음,없음,유선전화,24,1,,0,no,2019-02-14,125
30,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,955,1,,0,no,2019-02-14,126
30,회사원,결혼,전문학교,미확인,대출있음,대출있음,유선전화,236,1,,0,no,2019-02-14,127
40,서비스종사자,결혼,대졸학사,없음,대출있음,없음,유선전화,336,2,,0,no,2019-02-14,128
50,미확인,결혼,중졸,없음,없음,없음,유선전화,150,1,,0,no,2019-02-14,129
30,기술자,결혼,석박사,없음,없음,없음,유선전화,159,1,,0,no,2019-02-14,130
20,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,180,1,,0,no,2019-02-14,131
50,기업가,결혼,고졸,없음,없음,없음,유선전화,163,2,,0,no,2019-02-14,132
30,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,197,1,,0,no,2019-02-14,133
30,산업노동자,결혼,고졸,없음,없음,없음,유선전화,218,1,,0,no,2019-02-15,134
40,기술자,결혼,고졸,없음,대출있음,없음,유선전화,34,3,,0,no,2019-02-15,135
30,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,386,11,,0,no,2019-02-15,136
20,학생,미혼,대졸학사,없음,대출있음,없음,유선전화,154,1,,0,no,2019-02-15,137
30,산업노동자,결혼,고졸,없음,없음,대출있음,유선전화,159,2,,0,no,2019-02-15,138
30,기업가,결혼,고졸,없음,없음,없음,유선전화,157,2,,0,no,2019-02-15,139
30,주부,결혼,중졸,없음,대출있음,없음,유선전화,227,3,,0,no,2019-02-15,140
40,기업가,결혼,중졸,없음,없음,없음,유선전화,116,1,,0,no,2019-02-15,141
20,기술자,결혼,석박사,없음,없음,없음,유선전화,205,3,,0,no,2019-02-15,142
40,서비스종사자,결혼,석박사,없음,대출있음,없음,유선전화,1205,1,,0,yes,2019-02-15,143
30,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,133,1,,0,no,2019-02-15,144
40,산업노동자,결혼,전문학교,없음,대출있음,없음,유선전화,59,1,,0,no,2019-02-15,145
50,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,229,2,,0,no,2019-02-15,146
40,자영업자,미혼,전문학교,없음,대출있음,없음,유선전화,147,1,,0,no,2019-02-15,147
50,은퇴,결혼,전문학교,미확인,없음,없음,유선전화,147,1,,0,no,2019-02-16,148
40,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,179,1,,0,no,2019-02-16,149
20,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,185,1,,0,no,2019-02-16,150
30,산업노동자,결혼,고졸,없음,없음,없음,유선전화,427,1,,0,no,2019-02-16,151
50,미취업자,결혼,석박사,없음,없음,없음,유선전화,171,3,,0,no,2019-02-16,152
30,기술자,미혼,전문학교,없음,대출있음,없음,유선전화,237,1,,0,no,2019-02-16,153
20,산업노동자,결혼,검정고시,미확인,없음,없음,유선전화,228,1,,0,no,2019-02-16,154
30,회사원,미혼,대졸학사,미확인,대출있음,없음,유선전화,269,1,,0,no,2019-02-16,155
30,산업노동자,미혼,고졸,없음,없음,없음,유선전화,156,2,,0,no,2019-02-16,156
30,기술자,결혼,대졸학사,없음,없음,없음,유선전화,162,1,,0,no,2019-02-16,157
30,서비스종사자,미혼,고졸,없음,없음,없음,유선전화,674,1,,0,no,2019-02-16,158
30,서비스종사자,미혼,전문학교,미확인,없음,대출있음,유선전화,234,1,,0,no,2019-02-16,159
40,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,123,1,,0,no,2019-02-16,160
20,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,275,1,,0,no,2019-02-16,161
50,주부,이혼,중졸,미확인,없음,없음,유선전화,115,1,,0,no,2019-02-17,162
20,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,1051,1,,0,yes,2019-02-17,163
20,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,142,1,,0,no,2019-02-17,164
40,산업노동자,결혼,검정고시,미확인,없음,없음,유선전화,99,1,,0,no,2019-02-17,165
40,기술자,결혼,석박사,없음,대출있음,없음,유선전화,340,1,,0,no,2019-02-17,166
40,산업노동자,결혼,중졸,없음,미확인,미확인,유선전화,47,1,,0,no,2019-02-17,167
40,산업노동자,결혼,검정고시,미확인,없음,없음,유선전화,182,2,,0,no,2019-02-17,168
30,주부,결혼,대졸학사,없음,대출있음,없음,유선전화,260,1,,0,no,2019-02-17,169
30,회사원,미혼,전문학교,없음,없음,없음,유선전화,35,1,,0,no,2019-02-18,170
40,산업노동자,결혼,고졸,없음,없음,없음,유선전화,121,1,,0,no,2019-02-18,171
40,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,143,1,,0,no,2019-02-18,172
30,산업노동자,미혼,검정고시,없음,없음,없음,유선전화,472,1,,0,no,2019-02-18,173
30,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,207,2,,0,no,2019-02-18,174
30,미취업자,미혼,전문학교,없음,대출있음,없음,유선전화,597,3,,0,no,2019-02-18,175
30,서비스종사자,결혼,전문학교,없음,대출있음,대출있음,유선전화,274,1,,0,no,2019-02-18,176
40,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,420,1,,0,no,2019-02-18,177
30,기술자,이혼,석박사,없음,미확인,미확인,유선전화,532,2,,0,no,2019-02-19,178
30,산업노동자,결혼,석박사,미확인,대출있음,없음,유선전화,128,1,,0,no,2019-02-19,179
30,기업가,결혼,전문학교,없음,없음,없음,유선전화,62,4,,0,no,2019-02-19,180
20,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,185,1,,0,no,2019-02-19,181
20,회사원,결혼,전문학교,없음,대출있음,대출있음,유선전화,275,4,,0,no,2019-02-19,182
30,산업노동자,결혼,고졸,없음,없음,없음,유선전화,740,1,,0,yes,2019-02-20,183
30,기술자,결혼,대졸학사,없음,없음,없음,유선전화,111,10,,0,no,2019-02-20,184
30,회사원,이혼,전문학교,없음,없음,없음,유선전화,271,3,,0,no,2019-02-20,185
30,공무원,결혼,전문학교,없음,없음,없음,유선전화,776,1,,0,no,2019-02-20,186
20,회사원,미혼,대졸학사,없음,없음,없음,유선전화,90,2,,0,no,2019-02-20,187
30,산업노동자,결혼,검정고시,미확인,없음,없음,유선전화,299,1,,0,no,2019-02-21,188
30,서비스종사자,결혼,고졸,미확인,대출있음,없음,유선전화,181,1,,0,no,2019-02-21,189
20,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,330,2,,0,no,2019-02-21,190
50,산업노동자,이혼,검정고시,미확인,없음,없음,유선전화,518,2,,0,no,2019-02-22,191
50,주부,결혼,중졸,없음,없음,없음,유선전화,243,2,,0,no,2019-02-22,192
40,기술자,이혼,고졸,미확인,없음,없음,유선전화,472,1,,0,no,2019-02-22,193
20,기술자,미혼,석박사,없음,없음,없음,유선전화,148,1,,0,no,2019-02-22,194
30,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,514,1,,0,no,2019-02-22,195
40,기술자,이혼,고졸,미확인,대출있음,대출있음,유선전화,388,2,,0,no,2019-02-23,196
40,공무원,결혼,중졸,없음,대출있음,없음,유선전화,224,1,,0,no,2019-02-23,197
30,미취업자,결혼,석박사,없음,없음,없음,유선전화,118,1,,0,no,2019-02-23,198
40,서비스종사자,결혼,고졸,없음,없음,없음,유선전화,255,1,,0,no,2019-02-23,199
30,기술자,미혼,석박사,없음,없음,없음,유선전화,70,3,,0,no,2019-02-23,200
40,기업가,결혼,중졸,없음,대출있음,없음,유선전화,296,2,,0,no,2019-02-23,201
40,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,550,1,,0,no,2019-02-23,202
40,서비스종사자,이혼,전문학교,없음,대출있음,없음,유선전화,313,1,,0,no,2019-02-23,203
50,주부,결혼,중졸,없음,대출있음,없음,유선전화,257,1,,0,no,2019-02-23,204
40,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,243,2,,0,no,2019-02-23,205
40,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,77,1,,0,no,2019-02-24,206
30,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,114,1,,0,no,2019-02-24,207
40,산업노동자,결혼,고졸,없음,없음,없음,유선전화,73,2,,0,no,2019-02-24,208
30,미확인,결혼,검정고시,미확인,대출있음,없음,유선전화,290,1,,0,no,2019-02-24,209
40,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,86,1,,0,no,2019-02-24,210
20,기술자,미혼,석박사,없음,없음,없음,유선전화,126,1,,0,no,2019-02-24,211
30,기업가,이혼,전문학교,없음,대출있음,없음,유선전화,168,1,,0,no,2019-02-24,212
30,서비스종사자,미혼,전문학교,없음,대출있음,대출있음,유선전화,188,1,,0,no,2019-02-24,213
40,주부,결혼,중졸,없음,없음,없음,유선전화,106,2,,0,no,2019-02-24,214
50,회사원,이혼,전문학교,없음,없음,없음,유선전화,45,1,,0,no,2019-02-25,215
40,회사원,결혼,검정고시,없음,대출있음,대출있음,유선전화,25,1,,0,no,2019-02-25,216
40,회사원,결혼,검정고시,없음,대출있음,없음,유선전화,114,1,,0,no,2019-02-25,217
30,기업가,결혼,고졸,미확인,없음,없음,유선전화,82,1,,0,no,2019-02-25,218
20,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,33,1,,0,no,2019-02-25,219
30,산업노동자,결혼,고졸,없음,미확인,미확인,유선전화,322,2,,0,no,2019-02-25,220
20,기술자,미혼,석박사,없음,없음,없음,유선전화,446,1,,0,no,2019-02-25,221
50,자영업자,결혼,고졸,미확인,대출있음,대출있음,유선전화,122,1,,0,no,2019-02-25,222
40,기술자,미혼,석박사,없음,대출있음,없음,유선전화,121,4,,0,no,2019-02-26,223
40,서비스종사자,이혼,전문학교,없음,대출있음,없음,유선전화,78,1,,0,no,2019-02-26,224
30,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,70,2,,0,no,2019-02-26,225
30,산업노동자,미혼,석박사,없음,대출있음,없음,유선전화,213,2,,0,no,2019-02-26,226
40,산업노동자,결혼,중졸,없음,없음,없음,유선전화,115,1,,0,no,2019-02-26,227
40,회사원,이혼,대졸학사,없음,없음,없음,유선전화,305,1,,0,no,2019-02-26,87
20,공무원,미혼,중졸,없음,없음,없음,유선전화,19,1,,0,no,2019-02-27,88
40,산업노동자,미혼,고졸,없음,없음,없음,유선전화,643,2,,0,no,2019-02-27,89
40,회사원,미혼,전문학교,없음,없음,없음,유선전화,371,2,,0,no,2019-02-27,90
30,회사원,결혼,대졸학사,미확인,없음,없음,유선전화,363,3,,0,no,2019-02-27,91
40,산업노동자,결혼,중졸,없음,없음,없음,유선전화,384,1,,0,no,2019-02-27,92
50,자영업자,미혼,대졸학사,없음,대출있음,없음,유선전화,492,2,,0,no,2019-02-28,93
40,산업노동자,미혼,중졸,미확인,없음,없음,유선전화,222,2,,0,no,2019-02-28,94
30,기업가,결혼,전문학교,없음,없음,없음,유선전화,144,1,,0,no,2019-02-28,95
40,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,426,2,,0,no,2019-02-28,96
30,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,181,1,,0,no,2019-02-28,97
30,산업노동자,결혼,고졸,미확인,없음,대출있음,유선전화,39,7,,0,no,2019-02-28,98
20,산업노동자,미혼,전문학교,없음,대출있음,없음,유선전화,174,1,,0,no,2019-02-28,99
40,회사원,이혼,전문학교,없음,없음,없음,유선전화,293,2,,0,no,2019-02-28,100
30,회사원,결혼,전문학교,없음,없음,없음,유선전화,316,2,,0,no,2019-02-28,101
20,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,151,1,,0,no,2019-02-28,102
30,산업노동자,결혼,검정고시,미확인,없음,대출있음,유선전화,132,1,,0,no,2018-01-02,103
20,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,129,1,,0,no,2018-01-02,104
30,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,106,1,,0,no,2018-01-02,105
20,학생,미혼,고졸,미확인,대출있음,대출있음,유선전화,68,5,,0,no,2018-01-03,106
30,산업노동자,이혼,검정고시,없음,없음,없음,유선전화,255,1,,0,no,2018-01-03,107
20,산업노동자,결혼,고졸,없음,없음,없음,유선전화,189,1,,0,no,2018-01-04,108
30,기술자,결혼,대졸학사,없음,없음,없음,유선전화,173,3,,0,no,2018-01-04,109
30,회사원,이혼,전문학교,미확인,없음,없음,유선전화,161,2,,0,no,2018-01-04,110
40,산업노동자,결혼,고졸,없음,없음,없음,유선전화,155,1,,0,no,2018-01-05,111
40,산업노동자,결혼,중졸,미확인,대출있음,대출있음,유선전화,72,1,,0,no,2018-01-05,112
40,미확인,결혼,전문학교,미확인,없음,없음,유선전화,109,2,,0,no,2018-01-05,113
20,회사원,미혼,고졸,미확인,없음,없음,유선전화,62,4,,0,no,2018-01-05,114
30,산업노동자,미혼,석박사,없음,없음,없음,유선전화,137,2,,0,no,2018-01-05,115
60,미확인,결혼,대졸학사,없음,없음,없음,유선전화,310,1,,0,no,2018-01-05,116
30,산업노동자,미혼,검정고시,미확인,없음,없음,유선전화,195,2,,0,no,2018-01-05,117
50,기술자,결혼,대졸학사,없음,대출있음,없음,유선전화,470,2,,0,no,2018-01-05,118
30,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,139,1,,0,no,2018-01-05,119
30,기술자,이혼,석박사,없음,대출있음,없음,유선전화,169,1,,0,no,2018-01-06,120
30,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,223,1,,0,no,2018-01-06,121
30,산업노동자,미혼,고졸,미확인,없음,없음,유선전화,201,2,,0,no,2018-01-06,122
30,서비스종사자,결혼,전문학교,없음,대출있음,대출있음,유선전화,596,1,,0,no,2018-01-06,123
30,기술자,결혼,석박사,없음,없음,없음,유선전화,253,16,,0,no,2018-01-08,124
30,공무원,미혼,대졸학사,없음,없음,없음,유선전화,600,2,,0,no,2018-01-08,125
50,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,133,1,,0,no,2018-01-09,126
40,미확인,결혼,전문학교,미확인,대출있음,없음,유선전화,43,1,,0,no,2018-01-09,127
40,회사원,결혼,전문학교,없음,없음,없음,유선전화,731,3,,0,yes,2018-01-11,128
30,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,659,4,,0,no,2018-01-11,129
50,은퇴,결혼,중졸,없음,대출있음,대출있음,유선전화,112,1,,0,no,2018-01-13,130
30,기업가,이혼,대졸학사,없음,없음,없음,유선전화,124,1,,0,no,2018-01-13,131
30,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,59,1,,0,no,2018-01-15,132
20,자영업자,결혼,대졸학사,미확인,대출있음,없음,유선전화,121,1,,0,no,2018-01-15,133
50,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,98,1,,0,no,2018-01-15,134
40,기술자,결혼,검정고시,없음,없음,대출있음,유선전화,175,1,,0,no,2018-01-15,135
50,자영업자,결혼,대졸학사,없음,없음,대출있음,유선전화,202,1,,0,no,2018-01-17,136
30,회사원,결혼,전문학교,없음,없음,없음,유선전화,185,1,,0,no,2018-01-17,137
30,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,170,1,,0,no,2018-01-17,138
40,산업노동자,미혼,중졸,없음,없음,없음,유선전화,184,1,,0,no,2018-01-17,139
20,기술자,결혼,검정고시,없음,없음,대출있음,유선전화,261,1,,0,no,2018-01-17,140
30,자영업자,결혼,전문학교,없음,대출있음,없음,유선전화,103,1,,0,no,2018-01-18,141
40,산업노동자,결혼,전문학교,미확인,대출있음,없음,유선전화,190,1,,0,no,2018-01-18,142
20,산업노동자,미혼,미확인,없음,없음,없음,유선전화,198,1,,0,no,2018-01-18,143
20,서비스종사자,미혼,고졸,없음,없음,없음,유선전화,170,1,,0,no,2018-01-19,144
50,은퇴,결혼,대졸학사,없음,대출있음,대출있음,유선전화,235,5,,0,no,2018-01-19,145
40,기술자,결혼,고졸,미확인,없음,없음,유선전화,166,2,,0,no,2018-01-19,146
20,회사원,미혼,대졸학사,없음,없음,없음,유선전화,169,2,,0,no,2018-01-19,147
30,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,125,1,,0,no,2018-01-19,148
40,기술자,결혼,석박사,미확인,대출있음,없음,유선전화,272,3,,0,no,2018-01-19,149
40,미취업자,결혼,중졸,없음,대출있음,없음,유선전화,265,2,,0,no,2018-01-19,150
30,기술자,결혼,석박사,없음,대출있음,없음,유선전화,233,2,,0,no,2018-01-19,151
50,산업노동자,미혼,고졸,미확인,대출있음,없음,유선전화,307,2,,0,no,2018-01-20,152
30,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,246,1,,0,no,2018-01-20,153
20,회사원,이혼,전문학교,없음,없음,없음,유선전화,290,4,,0,no,2018-01-20,154
30,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,56,2,,0,no,2018-01-22,155
30,회사원,결혼,고졸,없음,없음,없음,유선전화,259,1,,0,no,2018-01-22,156
20,공무원,결혼,전문학교,미확인,없음,없음,유선전화,375,1,,0,no,2018-01-22,157
30,기업가,미혼,석박사,없음,없음,없음,유선전화,290,1,,0,no,2018-01-22,158
30,자영업자,결혼,고졸,없음,없음,없음,유선전화,148,3,,0,no,2018-01-24,159
30,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,174,1,,0,no,2018-01-25,160
20,자영업자,결혼,검정고시,미확인,대출있음,없음,유선전화,32,1,,0,no,2018-01-25,161
30,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,521,1,,0,no,2018-01-25,162
30,산업노동자,이혼,중졸,없음,없음,없음,유선전화,537,9,,0,no,2018-01-25,163
30,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,316,1,,0,no,2018-01-25,164
50,서비스종사자,미혼,전문학교,미확인,없음,없음,유선전화,332,1,,0,no,2018-01-25,165
50,공무원,이혼,대졸학사,없음,없음,없음,유선전화,35,1,,0,no,2018-01-26,166
30,산업노동자,결혼,고졸,없음,없음,없음,유선전화,935,1,,0,yes,2018-01-26,167
30,기술자,미혼,대졸학사,없음,대출있음,대출있음,유선전화,173,1,,0,no,2018-01-26,168
30,기술자,미혼,대졸학사,없음,없음,없음,유선전화,144,1,,0,no,2018-01-26,169
40,기술자,이혼,고졸,없음,없음,없음,유선전화,474,1,,0,no,2018-01-27,170
30,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,395,2,,0,no,2018-01-27,171
50,공무원,이혼,대졸학사,없음,없음,없음,유선전화,313,1,,0,no,2018-01-27,172
30,회사원,미혼,대졸학사,없음,없음,없음,유선전화,147,1,,0,no,2018-01-27,173
60,회사원,결혼,대졸학사,미확인,없음,없음,유선전화,123,2,,0,no,2018-01-27,174
20,서비스종사자,결혼,석박사,없음,없음,없음,유선전화,395,2,,0,no,2018-01-29,175
30,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,93,10,,0,no,2018-01-29,176
20,회사원,미혼,대졸학사,없음,없음,대출있음,유선전화,166,9,,0,no,2018-01-29,177
30,산업노동자,미혼,전문학교,없음,대출있음,없음,유선전화,410,1,,0,no,2018-01-29,178
50,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,755,1,,0,no,2018-01-29,179
20,기술자,결혼,석박사,없음,없음,없음,유선전화,139,2,,0,no,2018-01-31,180
30,회사원,결혼,전문학교,없음,미확인,미확인,유선전화,145,2,,0,no,2018-02-01,181
40,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,95,1,,0,no,2018-02-01,182
30,기술자,결혼,석박사,없음,없음,없음,유선전화,211,1,,0,no,2018-02-01,183
50,은퇴,이혼,전문학교,미확인,대출있음,없음,유선전화,193,1,,0,no,2018-02-02,184
40,미확인,미혼,고졸,미확인,대출있음,없음,유선전화,88,1,,0,no,2018-02-02,185
30,산업노동자,결혼,석박사,없음,없음,없음,유선전화,318,1,,0,no,2018-02-02,186
30,미취업자,미혼,고졸,미확인,대출있음,없음,유선전화,405,1,,0,no,2018-02-02,187
30,공무원,미혼,대졸학사,없음,대출있음,없음,유선전화,751,1,,0,yes,2018-02-03,188
30,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,207,1,,0,no,2018-02-03,189
