age,group_job,is_married,edu,is_mortgage,is_personal_loan,call_duration,no_call_past,is_contract,card_type
30,산업노동자,미혼,고졸,없음,대출있음,208,0,no,226
40,산업노동자,결혼,고졸,없음,없음,199,0,no,227
50,산업노동자,이혼,중졸,대출있음,없음,47,0,no,87
50,회사원,결혼,검정고시,없음,없음,253,0,no,88
30,기술자,이혼,고졸,없음,없음,244,0,no,89
50,공무원,결혼,대졸학사,대출있음,없음,311,0,no,90
50,은퇴,결혼,대졸학사,대출있음,없음,177,0,no,91
40,산업노동자,결혼,고졸,대출있음,없음,217,0,no,92
40,산업노동자,결혼,검정고시,대출있음,없음,189,0,no,93
30,산업노동자,미혼,미확인,대출있음,없음,152,0,no,94
30,회사원,미혼,대졸학사,대출있음,없음,151,0,no,95
40,기술자,미혼,대졸학사,없음,없음,24,0,no,96
40,산업노동자,결혼,검정고시,대출있음,없음,212,0,no,97
50,기업가,이혼,전문학교,없음,없음,184,0,no,98
50,산업노동자,결혼,미확인,대출있음,없음,473,0,no,99
40,산업노동자,결혼,전문학교,대출있음,없음,485,0,no,100
30,서비스종사자,결혼,전문학교,없음,없음,140,0,no,101
30,산업노동자,미혼,중졸,없음,없음,172,0,no,102
50,기업가,결혼,검정고시,없음,없음,77,0,no,103
20,산업노동자,미혼,고졸,대출있음,없음,396,0,no,104
30,공무원,결혼,대졸학사,없음,없음,274,0,no,105
50,은퇴,결혼,전문학교,없음,없음,88,0,no,106
40,공무원,결혼,전문학교,없음,대출있음,129,0,no,107
40,산업노동자,결혼,석박사,없음,대출있음,346,0,no,108
60,회사원,미혼,전문학교,없음,대출있음,474,0,no,109
50,서비스종사자,결혼,전문학교,없음,없음,268,0,no,110
40,기업가,결혼,중졸,대출있음,대출있음,222,0,no,111
40,회사원,결혼,대졸학사,없음,대출있음,139,0,no,112
30,서비스종사자,결혼,전문학교,없음,없음,1313,0,no,113
40,회사원,결혼,대졸학사,없음,없음,72,0,no,114
30,산업노동자,미혼,전문학교,대출있음,없음,309,0,no,115
30,산업노동자,이혼,전문학교,대출있음,없음,61,0,no,116
40,기업가,결혼,고졸,대출있음,대출있음,246,0,no,117
40,주부,결혼,전문학교,없음,없음,205,0,no,118
40,산업노동자,미혼,고졸,대출있음,대출있음,347,0,no,119
40,산업노동자,결혼,고졸,대출있음,없음,381,0,no,120
30,기업가,미혼,대졸학사,대출있음,없음,355,0,no,121
40,서비스종사자,결혼,고졸,대출있음,없음,256,0,no,122
50,산업노동자,이혼,석박사,대출있음,없음,211,0,no,123
30,서비스종사자,결혼,전문학교,없음,없음,211,0,no,124
40,공무원,결혼,대졸학사,없음,대출있음,66,0,no,125
40,산업노동자,결혼,중졸,없음,없음,1452,0,no,126
50,산업노동자,결혼,고졸,미확인,미확인,487,0,no,127
40,기술자,결혼,고졸,없음,없음,610,0,no,128
30,기술자,이혼,전문학교,대출있음,없음,120,0,no,129
30,산업노동자,결혼,고졸,대출있음,없음,464,0,no,130
40,산업노동자,결혼,중졸,대출있음,대출있음,547,0,no,131
20,산업노동자,결혼,검정고시,대출있음,없음,152,0,no,132
30,서비스종사자,결혼,전문학교,대출있음,없음,522,0,no,133
30,서비스종사자,미혼,전문학교,대출있음,없음,227,0,no,134
40,주부,결혼,고졸,대출있음,없음,129,0,no,135
30,회사원,결혼,대졸학사,없음,없음,1376,0,no,136
40,산업노동자,결혼,미확인,대출있음,없음,37,0,no,137
60,서비스종사자,결혼,미확인,없음,없음,360,0,no,138
20,회사원,미혼,대졸학사,대출있음,없음,51,0,no,139
40,주부,이혼,대졸학사,없음,없음,834,0,no,140
30,산업노동자,결혼,검정고시,대출있음,없음,195,0,no,141
50,기술자,결혼,전문학교,대출있음,없음,106,0,no,142
30,회사원,결혼,대졸학사,없음,없음,194,0,no,143
40,기업가,결혼,대졸학사,없음,없음,535,0,no,144
40,공무원,결혼,대졸학사,대출있음,없음,182,0,no,145
30,기술자,결혼,석박사,없음,없음,296,0,no,146
40,기업가,결혼,고졸,대출있음,없음,201,0,no,147
40,서비스종사자,결혼,전문학교,없음,없음,281,0,no,148
30,회사원,결혼,고졸,대출있음,없음,150,0,no,149
50,미취업자,결혼,석박사,없음,없음,76,0,no,150
40,회사원,결혼,대졸학사,대출있음,없음,79,0,no,151
30,기업가,결혼,고졸,없음,없음,359,0,no,152
40,자영업자,결혼,중졸,대출있음,없음,332,0,no,153
40,산업노동자,결혼,검정고시,없음,없음,592,0,no,154
50,은퇴,결혼,고졸,없음,없음,166,0,no,155
40,회사원,이혼,대졸학사,없음,없음,245,0,no,156
40,자영업자,결혼,대졸학사,없음,없음,138,0,no,157
50,은퇴,결혼,고졸,대출있음,없음,369,0,no,158
40,서비스종사자,결혼,전문학교,미확인,미확인,158,0,no,159
30,서비스종사자,결혼,전문학교,대출있음,없음,261,0,no,160
30,산업노동자,이혼,고졸,없음,대출있음,131,0,no,161
30,미취업자,결혼,대졸학사,없음,없음,592,0,no,162
50,기술자,결혼,고졸,대출있음,없음,412,0,no,163
30,회사원,결혼,대졸학사,대출있음,없음,137,0,no,164
30,자영업자,결혼,검정고시,대출있음,대출있음,324,0,no,165
30,회사원,미혼,대졸학사,없음,없음,266,0,no,166
30,서비스종사자,결혼,전문학교,없음,대출있음,335,0,no,167
30,기술자,이혼,고졸,없음,없음,235,0,no,168
30,회사원,결혼,전문학교,대출있음,대출있음,697,0,no,169
30,산업노동자,미확인,미확인,없음,없음,170,0,no,170
30,기술자,결혼,석박사,미확인,미확인,272,0,no,171
20,학생,미혼,대졸학사,대출있음,없음,1042,0,no,172
30,서비스종사자,결혼,전문학교,미확인,미확인,271,0,no,173
40,공무원,결혼,고졸,대출있음,없음,378,0,no,174
30,학생,미혼,전문학교,대출있음,없음,107,0,no,175
40,산업노동자,결혼,중졸,대출있음,없음,78,0,no,176
20,산업노동자,결혼,고졸,대출있음,없음,383,0,no,177
30,기술자,결혼,석박사,없음,없음,185,0,no,178
40,공무원,결혼,대졸학사,대출있음,없음,254,0,no,179
40,서비스종사자,결혼,석박사,없음,없음,107,0,no,180
20,서비스종사자,이혼,전문학교,대출있음,없음,157,0,no,181
40,산업노동자,결혼,검정고시,없음,없음,85,0,no,182
50,은퇴,미혼,석박사,없음,없음,249,0,no,183
40,산업노동자,결혼,고졸,대출있음,없음,163,0,no,184
50,회사원,결혼,고졸,대출있음,대출있음,112,0,no,185
50,은퇴,결혼,중졸,대출있음,없음,188,0,no,186
30,기술자,결혼,석박사,대출있음,없음,148,0,no,187
40,회사원,미혼,대졸학사,없음,없음,145,0,no,188
40,공무원,결혼,고졸,대출있음,대출있음,415,0,no,189
30,회사원,결혼,전문학교,대출있음,없음,742,0,no,190
20,산업노동자,결혼,검정고시,없음,없음,37,0,no,192
40,공무원,미혼,전문학교,없음,없음,120,0,no,193
30,회사원,결혼,석박사,대출있음,없음,185,0,no,194
50,은퇴,결혼,중졸,없음,없음,1045,0,yes,195
30,산업노동자,결혼,고졸,없음,없음,204,0,no,196
40,산업노동자,이혼,석박사,대출있음,없음,205,0,no,197
40,주부,결혼,석박사,없음,없음,74,0,no,198
30,자영업자,결혼,석박사,없음,없음,190,0,no,199
50,공무원,결혼,중졸,없음,없음,325,0,no,200
30,산업노동자,미혼,고졸,없음,없음,650,0,yes,201
40,기술자,결혼,석박사,없음,없음,148,0,no,202
40,산업노동자,결혼,중졸,없음,없음,38,0,no,203
40,산업노동자,결혼,고졸,없음,없음,625,0,no,204
30,회사원,결혼,대졸학사,없음,대출있음,175,0,no,205
30,공무원,미혼,고졸,대출있음,없음,134,0,no,206
40,산업노동자,결혼,중졸,없음,없음,97,0,no,207
30,공무원,결혼,석박사,없음,없음,282,0,no,208
20,산업노동자,결혼,고졸,대출있음,없음,304,0,no,209
50,은퇴,결혼,중졸,대출있음,대출있음,438,0,no,210
30,산업노동자,결혼,고졸,대출있음,없음,999,0,no,211
30,산업노동자,이혼,고졸,없음,없음,127,0,no,212
50,자영업자,결혼,미확인,없음,대출있음,446,0,no,213
30,산업노동자,결혼,중졸,없음,대출있음,289,0,no,214
50,미취업자,결혼,중졸,없음,없음,217,0,no,215
50,회사원,미혼,대졸학사,대출있음,없음,169,0,no,216
40,산업노동자,결혼,고졸,대출있음,대출있음,247,0,no,217
40,산업노동자,결혼,석박사,대출있음,없음,140,0,no,218
50,은퇴,이혼,전문학교,대출있음,없음,60,0,no,219
40,산업노동자,결혼,검정고시,대출있음,대출있음,99,0,no,220
30,산업노동자,결혼,전문학교,없음,없음,26,0,no,221
20,기술자,결혼,석박사,없음,없음,128,0,no,222
30,서비스종사자,결혼,석박사,대출있음,없음,215,0,no,223
40,회사원,미혼,전문학교,없음,없음,64,0,no,224
30,공무원,결혼,전문학교,대출있음,대출있음,52,0,no,225
30,서비스종사자,결혼,검정고시,대출있음,없음,216,0,no,226
50,주부,이혼,중졸,대출있음,대출있음,292,0,no,227
20,산업노동자,미혼,중졸,없음,없음,129,0,no,87
40,주부,결혼,중졸,미확인,미확인,201,0,no,88
20,회사원,결혼,전문학교,대출있음,없음,210,0,no,89
30,서비스종사자,결혼,고졸,미확인,미확인,114,0,no,90
30,기술자,결혼,석박사,대출있음,없음,657,0,no,91
30,회사원,결혼,검정고시,대출있음,대출있음,88,0,no,92
30,기술자,이혼,대졸학사,대출있음,없음,147,0,no,93
40,서비스종사자,결혼,전문학교,없음,없음,443,0,no,94
50,기술자,결혼,고졸,대출있음,대출있음,73,0,no,95
30,회사원,결혼,대졸학사,없음,없음,127,0,no,96
20,산업노동자,결혼,검정고시,미확인,미확인,1063,0,yes,97
50,기업가,결혼,중졸,없음,없음,446,0,no,98
30,주부,결혼,전문학교,없음,없음,252,0,no,99
20,기술자,결혼,석박사,대출있음,없음,80,0,no,100
50,산업노동자,결혼,검정고시,없음,없음,1446,0,no,101
20,산업노동자,결혼,중졸,대출있음,대출있음,144,0,no,102
50,회사원,결혼,고졸,대출있음,대출있음,412,0,no,103
50,산업노동자,결혼,중졸,없음,없음,222,0,no,104
50,산업노동자,결혼,고졸,대출있음,대출있음,29,0,no,105
40,회사원,결혼,전문학교,없음,없음,165,0,no,106
30,산업노동자,결혼,미확인,없음,없음,154,0,no,107
40,기술자,결혼,고졸,대출있음,없음,202,0,no,108
40,회사원,결혼,전문학교,대출있음,없음,723,0,no,109
40,미취업자,결혼,대졸학사,없음,없음,550,0,no,110
30,기술자,결혼,석박사,대출있음,없음,130,0,no,111
30,산업노동자,결혼,석박사,없음,없음,192,0,no,112
50,회사원,이혼,대졸학사,없음,없음,146,0,no,113
50,회사원,결혼,전문학교,없음,없음,239,0,no,114
20,기술자,미혼,대졸학사,대출있음,없음,304,0,no,115
30,자영업자,미혼,대졸학사,미확인,미확인,114,0,no,116
20,학생,결혼,대졸학사,없음,없음,139,0,no,117
30,서비스종사자,결혼,전문학교,없음,없음,445,0,no,118
40,회사원,결혼,중졸,대출있음,대출있음,139,0,no,119
30,산업노동자,미혼,고졸,없음,없음,16,0,no,120
30,기술자,결혼,대졸학사,없음,없음,169,0,no,121
20,자영업자,미혼,고졸,없음,없음,125,0,no,122
60,회사원,결혼,대졸학사,없음,없음,266,0,no,123
30,기술자,미혼,대졸학사,대출있음,없음,446,0,no,124
40,회사원,결혼,고졸,대출있음,대출있음,267,0,no,125
30,산업노동자,결혼,전문학교,대출있음,대출있음,6,0,no,126
50,은퇴,결혼,전문학교,없음,없음,15,0,no,127
20,회사원,미혼,전문학교,없음,없음,172,0,no,128
30,회사원,이혼,대졸학사,없음,없음,94,0,no,129
20,회사원,미혼,전문학교,없음,없음,268,0,no,130
50,기업가,결혼,대졸학사,대출있음,대출있음,130,0,no,131
40,산업노동자,결혼,중졸,없음,없음,70,0,no,132
50,회사원,결혼,고졸,없음,없음,91,0,no,133
40,기술자,결혼,미확인,대출있음,없음,324,0,no,134
30,기업가,결혼,검정고시,없음,없음,465,0,no,135
20,산업노동자,결혼,고졸,대출있음,대출있음,274,0,no,136
30,공무원,미혼,고졸,없음,없음,300,0,no,137
30,산업노동자,이혼,석박사,대출있음,없음,191,0,no,138
30,미취업자,결혼,전문학교,없음,없음,56,0,no,139
20,서비스종사자,결혼,전문학교,없음,없음,189,0,no,140
30,기술자,결혼,대졸학사,대출있음,없음,236,0,no,141
50,기술자,이혼,미확인,없음,없음,137,0,no,142
40,서비스종사자,결혼,석박사,대출있음,없음,614,0,no,143
40,회사원,미혼,전문학교,없음,없음,363,0,no,144
50,기술자,결혼,검정고시,대출있음,없음,418,0,no,145
30,기술자,결혼,대졸학사,대출있음,없음,221,0,no,146
30,산업노동자,결혼,고졸,대출있음,없음,96,0,no,147
20,서비스종사자,미혼,전문학교,없음,없음,119,0,no,148
40,산업노동자,결혼,중졸,대출있음,없음,103,0,no,149
40,회사원,결혼,대졸학사,없음,없음,10,0,no,150
30,기술자,결혼,석박사,대출있음,없음,216,0,no,151
30,산업노동자,결혼,고졸,대출있음,없음,484,0,no,152
30,회사원,미혼,석박사,없음,없음,485,0,no,153
40,산업노동자,결혼,중졸,대출있음,없음,404,0,no,154
30,산업노동자,결혼,고졸,대출있음,없음,175,0,no,155
20,회사원,미혼,대졸학사,대출있음,없음,138,0,no,156
20,기술자,미혼,석박사,대출있음,대출있음,243,0,no,157
30,서비스종사자,결혼,전문학교,없음,없음,919,0,no,158
30,산업노동자,결혼,고졸,없음,없음,203,0,no,159
30,회사원,미혼,전문학교,없음,없음,247,0,no,160
30,서비스종사자,결혼,전문학교,없음,대출있음,89,0,no,161
40,회사원,결혼,미확인,없음,없음,185,0,no,162
20,산업노동자,결혼,중졸,미확인,미확인,777,0,no,163
30,주부,결혼,고졸,없음,없음,340,0,no,164
20,회사원,미혼,전문학교,없음,없음,110,0,no,165
50,기술자,결혼,석박사,대출있음,없음,256,0,no,166
40,주부,결혼,고졸,없음,없음,165,0,no,167
30,주부,결혼,중졸,대출있음,없음,54,0,no,168
50,서비스종사자,이혼,중졸,대출있음,없음,26,0,no,169
40,회사원,결혼,대졸학사,없음,없음,350,0,no,170
40,서비스종사자,결혼,전문학교,대출있음,없음,226,0,no,171
40,산업노동자,결혼,검정고시,대출있음,없음,167,0,no,172
30,기술자,미혼,대졸학사,없음,없음,47,0,no,173
50,산업노동자,결혼,중졸,대출있음,없음,214,0,no,174
40,산업노동자,결혼,중졸,대출있음,없음,446,0,no,175
40,공무원,결혼,고졸,대출있음,없음,153,0,no,176
50,회사원,이혼,전문학교,대출있음,없음,181,0,no,177
40,산업노동자,이혼,중졸,없음,없음,747,0,no,178
40,회사원,미혼,전문학교,대출있음,없음,214,0,no,179
40,기술자,이혼,중졸,대출있음,없음,270,0,no,180
50,회사원,결혼,대졸학사,없음,대출있음,37,0,no,181
30,주부,결혼,중졸,미확인,미확인,129,0,no,182
20,서비스종사자,미혼,전문학교,없음,없음,72,0,no,183
40,회사원,결혼,전문학교,없음,없음,1392,0,yes,184
30,서비스종사자,결혼,전문학교,대출있음,대출있음,441,0,no,185
40,기술자,이혼,중졸,대출있음,없음,725,0,no,186
30,회사원,결혼,전문학교,없음,없음,213,0,no,187
30,기술자,미혼,전문학교,없음,대출있음,177,0,no,188
40,서비스종사자,결혼,석박사,대출있음,없음,273,0,no,189
50,은퇴,결혼,대졸학사,없음,없음,98,0,no,190
30,서비스종사자,결혼,전문학교,없음,대출있음,480,0,no,191
50,산업노동자,결혼,고졸,대출있음,없음,152,0,no,192
30,회사원,이혼,대졸학사,대출있음,없음,204,0,no,193
40,서비스종사자,미혼,전문학교,대출있음,대출있음,117,0,no,194
50,은퇴,이혼,중졸,없음,없음,246,0,no,195
40,회사원,결혼,대졸학사,없음,없음,352,0,no,196
30,회사원,이혼,전문학교,없음,없음,190,0,no,197
50,기술자,결혼,전문학교,대출있음,없음,719,0,yes,198
30,회사원,이혼,전문학교,없음,없음,277,0,no,199
40,회사원,이혼,전문학교,없음,없음,315,0,no,200
20,산업노동자,결혼,검정고시,대출있음,없음,289,0,no,201
30,미취업자,결혼,대졸학사,없음,없음,225,0,no,202
40,회사원,미혼,고졸,없음,대출있음,408,0,no,203
60,주부,결혼,전문학교,대출있음,없음,74,0,no,204
30,기술자,결혼,고졸,없음,없음,24,0,no,205
40,회사원,결혼,대졸학사,대출있음,대출있음,369,0,no,206
30,산업노동자,결혼,검정고시,대출있음,없음,167,0,no,207
30,미취업자,결혼,고졸,대출있음,없음,64,0,no,208
50,공무원,이혼,검정고시,대출있음,없음,151,0,no,209
40,주부,결혼,중졸,없음,대출있음,801,0,yes,210
40,주부,결혼,중졸,없음,없음,336,0,no,211
30,공무원,미혼,대졸학사,없음,없음,59,0,no,212
40,산업노동자,이혼,중졸,없음,없음,93,0,no,213
30,산업노동자,결혼,검정고시,없음,없음,181,0,no,214
30,기술자,결혼,대졸학사,없음,없음,86,0,no,215
40,산업노동자,결혼,검정고시,없음,없음,317,0,no,216
30,기술자,결혼,석박사,대출있음,없음,120,0,no,217
30,산업노동자,결혼,고졸,대출있음,대출있음,388,0,no,218
30,주부,결혼,대졸학사,없음,없음,174,0,no,219
50,회사원,결혼,전문학교,대출있음,없음,72,0,no,220
30,서비스종사자,결혼,전문학교,대출있음,없음,126,0,no,221
50,회사원,결혼,전문학교,대출있음,없음,339,0,no,222
30,산업노동자,결혼,검정고시,없음,없음,171,0,no,223
30,산업노동자,결혼,고졸,대출있음,없음,162,0,no,224
30,산업노동자,결혼,고졸,대출있음,없음,18,0,no,225
30,산업노동자,이혼,고졸,없음,없음,129,0,no,226
40,회사원,미혼,대졸학사,대출있음,대출있음,938,0,yes,227
30,산업노동자,결혼,전문학교,대출있음,없음,173,0,no,87
50,자영업자,결혼,중졸,없음,없음,222,0,no,88
50,회사원,결혼,전문학교,대출있음,대출있음,692,0,no,89
30,기술자,결혼,석박사,대출있음,대출있음,262,0,no,90
40,회사원,미혼,전문학교,대출있음,대출있음,78,0,no,91
50,공무원,결혼,대졸학사,없음,없음,134,0,no,92
40,자영업자,결혼,대졸학사,대출있음,대출있음,323,0,no,93
30,공무원,결혼,대졸학사,대출있음,없음,43,0,no,94
50,자영업자,결혼,중졸,없음,대출있음,245,0,no,95
50,산업노동자,결혼,중졸,없음,없음,482,0,no,96
30,산업노동자,결혼,중졸,대출있음,대출있음,207,0,no,97
20,회사원,결혼,대졸학사,대출있음,대출있음,56,0,no,98
40,주부,미혼,전문학교,대출있음,없음,85,0,no,99
30,서비스종사자,결혼,전문학교,대출있음,대출있음,201,0,no,100
50,자영업자,미혼,대졸학사,없음,없음,353,0,no,101
40,산업노동자,결혼,고졸,없음,대출있음,554,0,no,102
40,산업노동자,결혼,중졸,없음,없음,432,0,no,103
20,회사원,미혼,전문학교,없음,없음,27,0,no,104
30,서비스종사자,결혼,전문학교,없음,없음,361,0,no,105
40,회사원,미혼,석박사,대출있음,없음,565,0,yes,106
40,기술자,결혼,대졸학사,없음,없음,162,0,no,107
40,회사원,결혼,전문학교,없음,없음,139,0,no,108
30,서비스종사자,결혼,석박사,없음,없음,287,0,no,109
30,기술자,결혼,석박사,없음,없음,147,0,no,110
50,은퇴,결혼,석박사,없음,없음,905,0,yes,111
20,서비스종사자,이혼,전문학교,대출있음,대출있음,118,0,no,112
20,서비스종사자,미혼,중졸,없음,없음,91,0,no,113
40,산업노동자,결혼,고졸,없음,없음,111,0,no,114
30,산업노동자,결혼,고졸,대출있음,없음,162,0,no,115
60,기업가,결혼,중졸,대출있음,없음,236,0,no,116
40,회사원,결혼,대졸학사,없음,없음,73,0,no,117
30,미취업자,결혼,석박사,대출있음,없음,123,0,no,118
30,기술자,결혼,대졸학사,대출있음,대출있음,298,0,no,119
30,기술자,미혼,대졸학사,없음,없음,86,0,no,120
30,산업노동자,결혼,고졸,대출있음,없음,420,0,no,121
40,기업가,결혼,고졸,대출있음,없음,139,0,no,122
30,주부,결혼,고졸,대출있음,없음,164,0,no,123
50,산업노동자,결혼,미확인,대출있음,없음,508,0,no,124
30,서비스종사자,미혼,전문학교,없음,없음,139,0,no,125
30,산업노동자,결혼,석박사,없음,없음,192,0,no,126
30,기술자,미혼,대졸학사,없음,없음,226,0,no,127
50,산업노동자,결혼,고졸,없음,없음,783,0,yes,128
50,은퇴,결혼,전문학교,없음,없음,264,0,no,129
30,서비스종사자,결혼,고졸,없음,없음,166,0,no,130
40,기술자,미혼,석박사,없음,없음,27,0,no,131
30,공무원,결혼,전문학교,없음,없음,353,0,no,132
30,산업노동자,결혼,중졸,대출있음,없음,85,0,no,133
30,기술자,미혼,석박사,없음,없음,1106,0,no,134
30,산업노동자,결혼,고졸,없음,없음,419,0,no,135
40,회사원,결혼,대졸학사,대출있음,대출있음,603,0,no,136
50,회사원,미혼,대졸학사,대출있음,대출있음,415,0,no,137
30,산업노동자,결혼,중졸,대출있음,없음,179,0,no,138
50,산업노동자,결혼,고졸,없음,없음,872,0,no,139
30,회사원,결혼,전문학교,미확인,미확인,52,0,no,140
30,산업노동자,결혼,고졸,없음,없음,490,0,no,141
40,회사원,결혼,전문학교,대출있음,없음,63,0,no,142
50,공무원,결혼,대졸학사,대출있음,없음,27,0,no,143
30,서비스종사자,결혼,전문학교,없음,대출있음,425,0,no,144
50,회사원,결혼,석박사,없음,없음,12,0,no,145
30,공무원,미혼,대졸학사,대출있음,없음,350,0,no,146
30,기술자,이혼,석박사,대출있음,없음,103,0,no,147
30,서비스종사자,결혼,전문학교,없음,없음,210,0,no,148
30,서비스종사자,결혼,전문학교,없음,없음,261,0,no,149
50,회사원,이혼,대졸학사,대출있음,없음,115,0,no,150
30,공무원,결혼,전문학교,대출있음,없음,641,0,no,151
30,산업노동자,결혼,고졸,대출있음,대출있음,71,0,no,152
50,서비스종사자,결혼,대졸학사,대출있음,없음,370,0,no,153
50,기술자,결혼,고졸,대출있음,없음,958,0,yes,154
40,산업노동자,결혼,중졸,대출있음,없음,103,0,no,155
30,산업노동자,결혼,고졸,대출있음,대출있음,628,0,no,156
50,자영업자,결혼,대졸학사,대출있음,없음,232,0,no,157
40,회사원,결혼,대졸학사,없음,없음,68,0,no,158
30,공무원,결혼,고졸,대출있음,없음,192,0,no,159
30,산업노동자,결혼,고졸,없음,없음,494,0,no,160
20,산업노동자,결혼,고졸,대출있음,없음,166,0,no,161
30,자영업자,결혼,고졸,대출있음,없음,151,0,no,162
40,산업노동자,결혼,중졸,대출있음,없음,204,0,no,163
30,산업노동자,결혼,고졸,대출있음,없음,180,0,no,164
30,기술자,미혼,대졸학사,없음,없음,494,0,no,165
30,산업노동자,결혼,검정고시,없음,없음,530,0,no,166
30,기술자,결혼,대졸학사,없음,없음,85,0,no,168
30,산업노동자,결혼,중졸,없음,없음,445,0,no,169
50,기업가,미혼,고졸,없음,없음,345,0,no,170
30,회사원,미혼,대졸학사,없음,없음,819,0,yes,171
40,산업노동자,결혼,중졸,없음,없음,16,0,no,172
40,산업노동자,결혼,고졸,없음,없음,32,0,no,173
30,기술자,결혼,대졸학사,없음,없음,648,0,no,174
30,공무원,결혼,전문학교,없음,없음,29,0,no,175
40,서비스종사자,이혼,전문학교,없음,없음,220,0,no,176
50,은퇴,결혼,전문학교,없음,없음,151,0,no,177
30,공무원,결혼,대졸학사,대출있음,없음,290,0,no,178
30,산업노동자,결혼,석박사,대출있음,대출있음,634,0,no,179
30,공무원,결혼,대졸학사,없음,대출있음,717,0,no,180
20,공무원,결혼,전문학교,대출있음,없음,249,0,no,181
40,주부,결혼,중졸,없음,대출있음,228,0,no,182
30,기업가,결혼,석박사,없음,없음,122,0,no,183
30,학생,미혼,대졸학사,대출있음,없음,544,0,no,184
40,산업노동자,결혼,고졸,대출있음,대출있음,951,0,no,185
30,기술자,미혼,대졸학사,대출있음,없음,412,0,yes,186
20,회사원,미혼,고졸,대출있음,대출있음,264,0,no,187
40,기술자,이혼,고졸,없음,없음,211,0,no,188
40,산업노동자,결혼,검정고시,대출있음,없음,97,0,no,189
30,기술자,결혼,석박사,대출있음,대출있음,192,0,no,190
30,회사원,결혼,전문학교,대출있음,없음,160,0,no,191
50,은퇴,결혼,중졸,없음,없음,97,0,no,192
20,산업노동자,미혼,검정고시,없음,없음,244,0,no,193
30,공무원,결혼,대졸학사,대출있음,없음,578,0,no,194
50,은퇴,이혼,전문학교,대출있음,없음,359,0,no,195
30,서비스종사자,미혼,전문학교,대출있음,없음,190,0,no,196
30,산업노동자,결혼,고졸,없음,없음,111,0,no,197
40,산업노동자,결혼,중졸,대출있음,없음,487,0,no,198
40,회사원,결혼,대졸학사,대출있음,없음,396,0,no,199
30,산업노동자,미혼,중졸,없음,없음,59,0,no,200
50,은퇴,이혼,전문학교,대출있음,없음,111,0,no,201
40,주부,미혼,대졸학사,없음,대출있음,502,0,no,202
30,산업노동자,결혼,검정고시,없음,대출있음,795,0,yes,203
60,기술자,이혼,석박사,대출있음,없음,202,0,no,204
40,산업노동자,결혼,고졸,없음,없음,135,0,no,205
50,공무원,결혼,대졸학사,대출있음,없음,29,0,no,206
30,산업노동자,결혼,중졸,없음,없음,408,0,no,207
50,공무원,결혼,대졸학사,대출있음,대출있음,136,0,no,208
60,기업가,결혼,중졸,없음,대출있음,141,0,no,209
30,산업노동자,결혼,고졸,없음,없음,103,0,no,210
50,공무원,결혼,대졸학사,없음,대출있음,171,0,no,211
30,산업노동자,결혼,검정고시,없음,없음,229,0,no,212
20,회사원,미혼,전문학교,없음,없음,93,0,no,213
40,산업노동자,결혼,중졸,대출있음,없음,61,0,no,214
50,회사원,결혼,고졸,없음,없음,35,0,no,215
40,기업가,결혼,전문학교,없음,없음,7,0,no,216
40,산업노동자,미혼,석박사,없음,없음,51,0,no,217
30,산업노동자,미혼,중졸,없음,없음,17,0,no,218
40,산업노동자,결혼,중졸,대출있음,없음,504,0,no,219
40,회사원,결혼,전문학교,없음,없음,726,0,no,220
30,산업노동자,결혼,고졸,없음,없음,542,0,no,221
30,기술자,결혼,석박사,없음,없음,257,0,no,222
30,서비스종사자,결혼,전문학교,없음,없음,112,0,no,223
40,산업노동자,결혼,중졸,대출있음,없음,250,0,no,224
50,은퇴,결혼,전문학교,없음,없음,294,0,no,225
40,회사원,미혼,미확인,대출있음,대출있음,303,0,no,226
30,회사원,미혼,석박사,대출있음,대출있음,828,0,yes,227
40,산업노동자,이혼,검정고시,대출있음,대출있음,343,0,no,87
40,서비스종사자,결혼,전문학교,없음,없음,206,0,no,88
40,회사원,결혼,대졸학사,대출있음,대출있음,786,0,no,89
30,서비스종사자,결혼,전문학교,없음,없음,178,0,no,90
40,회사원,이혼,석박사,없음,없음,509,0,no,91
30,산업노동자,결혼,석박사,대출있음,없음,161,0,no,92
50,서비스종사자,이혼,전문학교,대출있음,대출있음,125,0,no,93
30,회사원,결혼,전문학교,대출있음,대출있음,159,0,no,94
50,주부,결혼,중졸,없음,대출있음,221,0,no,95
40,산업노동자,결혼,중졸,대출있음,없음,211,0,no,96
50,기술자,결혼,전문학교,없음,없음,68,0,no,97
30,산업노동자,미혼,미확인,없음,없음,293,0,no,98
40,기술자,결혼,대졸학사,없음,없음,389,0,no,99
30,회사원,미혼,전문학교,없음,없음,240,0,no,100
30,서비스종사자,미혼,전문학교,없음,없음,145,0,no,101
50,공무원,결혼,고졸,대출있음,없음,59,0,no,102
50,산업노동자,결혼,고졸,대출있음,대출있음,39,0,no,103
40,회사원,결혼,전문학교,대출있음,없음,140,0,no,104
50,회사원,미혼,대졸학사,대출있음,없음,53,0,no,105
40,산업노동자,결혼,고졸,대출있음,대출있음,44,0,no,106
20,회사원,미혼,전문학교,대출있음,없음,212,0,no,107
30,공무원,결혼,대졸학사,없음,없음,57,0,no,108
30,산업노동자,결혼,중졸,없음,없음,45,0,no,109
40,회사원,미혼,전문학교,대출있음,없음,738,0,no,110
20,미확인,미혼,고졸,대출있음,없음,102,0,no,111
